Unnamed: 0,L4_tcp,L4_udp,L7_http,L7_https,port_class_src,port_class_dst,pck_size,ip_dst_new,ethernet_frame_size ,ttl,total_length,protocol ,source_port,dest_port,DNS_count,NTP_count,ARP_count,cnt,L3_ip_dst_count,most_freq_d_ip,most_freq_prot,most_freq_sport,most_freq_dport,sum_et,min_et,max_et,med_et,average_et,skew_et,kurt_et,var,q3,q1,iqr,sum_e,min_e,max_e,med,average,skew_e,kurt_e,var_e,q3_e,q1_e,iqr_e,epoch_timestamp,inter_arrival_time,time_since_previously_displayed_frame
0,0,1,0,0,3,2,60,2211110130,94,64,80,17,59861,11123,0,0,0,0,15,2211110130,17,59861,11123,324,46,94,46.0,54.0,1.7888543819998317,1.2000000000000002,320.0,46.0,46.0,0.0,486,12,60,22.0,27.0,0.6155900603407041,-1.0259849058087085,283.55555555555554,35.75,12.0,23.75,1634046453.051125,0.0,0.0
1,0,1,0,0,3,2,1096,2211110130,1130,64,1116,17,59861,11123,0,0,0,0,15,2211110130,17,59861,11123,1454,46,1130,46.0,207.7142857142857,2.033133075072669,2.148410255828363,142042.77551020405,70.0,46.0,24.0,1582,12,1096,32.0,83.26315789473684,3.975661457821876,13.897280064285209,57248.40443213296,41.0,12.0,29.0,1634046453.060302,0.0091769695281982,0.0091769695281982
2,0,1,0,0,3,2,1096,2211110130,1130,64,1116,17,59861,11123,0,0,0,0,15,2211110130,17,59861,11123,2584,46,1130,46.0,323.0,1.1509523587180044,-0.6697793251763873,217323.0,353.0,46.0,307.0,2678,12,1096,32.0,133.9,2.654379876255861,5.072560976449205,103103.69000000002,46.75,12.0,34.75,1634046453.060302,0.0,0.0091769695281982
3,0,1,0,0,3,2,1096,2211110130,1130,64,1116,17,59861,11123,0,0,0,0,15,2211110130,17,59861,11123,3714,46,1130,46.0,412.6666666666667,0.7045237013478959,-1.500144417293468,257496.88888888888,1130.0,46.0,1084.0,1096,1096,1096,1096.0,1096.0,0.0,-3.0,0.0,1096.0,1096.0,0.0,1634046453.060302,0.0,0.0091769695281982
4,0,1,0,0,3,2,1096,2211110130,1130,64,1116,17,59861,11123,0,0,0,0,15,2211110130,17,59861,11123,4844,46,1130,70.0,484.4,0.406176626271798,-1.8323173167856008,278058.23999999993,1130.0,46.0,1084.0,2192,1096,1096,1096.0,1096.0,0.0,-3.0,0.0,1096.0,1096.0,0.0,1634046453.060892,0.0005900859832763,0.0097670555114745
5,0,1,0,0,3,2,1096,2211110130,1130,64,1116,17,59861,11123,0,0,0,0,15,2211110130,17,59861,11123,5974,46,1130,94.0,543.0909090909091,0.1807803425145538,-1.96501517454473,287226.4462809917,1130.0,46.0,1084.0,3288,1096,1096,1096.0,1096.0,0.0,-3.0,0.0,1096.0,1096.0,0.0,1634046453.060892,0.0,0.0097670555114745
6,0,1,0,0,3,2,486,2211110130,520,64,506,17,59861,11123,0,0,0,0,15,2211110130,17,59861,11123,6494,46,1130,307.0,541.1666666666666,0.2000169683720493,-1.8683588173225405,263331.63888888893,1130.0,46.0,1084.0,3774,486,1096,1096.0,943.5,-1.1547005383792517,-0.6666666666666665,69768.75,1096.0,943.5,152.5,1634046453.060892,0.0,0.0097670555114745
7,0,1,0,0,2,3,56,3232270721,90,47,76,17,11123,59861,0,0,0,0,15,2211110130,17,59861,11123,6584,46,1130,94.0,506.46153846153845,0.3423366610732024,-1.7941816910213153,257528.7100591716,1130.0,46.0,1084.0,3830,56,1096,1096.0,766.0,-0.7016940348449718,-1.2105914338233656,181840.0,1096.0,486.0,610.0,1634046453.063037,0.0021448135375976,0.011911869049072099
8,0,1,0,0,2,3,60,3232270721,94,47,80,17,11123,59861,0,0,0,0,15,2211110130,17,59861,11123,6678,46,1130,94.0,477.0,0.4683492716477324,-1.6933646459234528,250417.57142857145,1130.0,46.0,1084.0,3890,56,1096,791.0,648.3333333333334,-0.2355627692080624,-1.7548583002087068,220760.5555555556,1096.0,166.5,929.5,1634046453.063065,2.813339233398437e-05,0.011940002441406083
9,0,1,0,0,3,2,408,2211110130,442,64,428,17,59861,11123,0,0,0,0,15,2211110130,17,59861,11123,7120,46,1130,94.0,474.6666666666667,0.4990022573312038,-1.591452086577824,233799.2888888888,1130.0,46.0,1084.0,4298,56,1096,486.0,614.0,-0.0306692598032427,-1.6833339207052698,196296.0,1096.0,234.0,862.0,1634046453.075345,0.012279987335205,0.024219989776611085
